,id,song,artist,lyrics
4516,5651836,Need,Taylor Swift,"[Verse 1]
Want is the cigarette smoke on a jacket
You wore to the wrong part of town
Desire is the sound of the whiskey
Telling me you miss me, can you come around?
[Pre-Chorus]
Passion is a passing thing
It's accidental chemistry
Lust is a liar, a short-lived fire
It ain't what you and I are at all
[Chorus]
Oh, it's a need, it's a need
I would go anywhere that you lead
I am hopeless, breathless, burning slow
Touch me, hold me, tell me, ""I won't let you go""
I won't leave, it's a need
[Verse 2]
Danger is a thousand prickles on my neck
That tell me to run or to freeze
Fear is the nightmare I had, you were with someone else
You forgot about me
[Pre-Chorus]
Passion is a passing thing
It's accidental chemistry
Caught up in a feeling, it can be deceiving
This is like breathing for me [Chorus]
Oh, it's a need, it's a need
I would go anywhere that you lead
I am hopeless, breathless, burning slow
Touch me, hold me, tell me, ""I won't let you go""
I won't leave, it's a need
[Bridge]
Baby, it's always a new kiss every time we do this
The truth is it's essential to me
That you love me more than wishing, longing
[Chorus]
Oh, it's a need (It's a need), it's a need (Ah-ah, ah-ah)
I would go (I would go) anywhere (Anywhere) that you lead (Oh, oh)
I am hopeless, breathless, burning slow (Burning slow)
Touch me, hold me, tell me, ""I won't let you go""
I won't leave (I won't leave), it's a need (Oh)"
4562,9538405,Say Don’t Go (Taylor’s Version) [From The Vault],Taylor Swift,"[Verse 1]
I've known it from the very start
We’re a shot in the darkest dark
Oh no, oh no, I'm unarmed
The waiting is a sadness
Fading into madness
Oh no, oh no, it won't stop
[Refrain]
I’m standin' on a tightrope alone
I hold my breath a little bit longer
Halfway out the door, but it won't close
I'm holdin' out hope for you to
[Pre-Chorus]
Say, ""Don't go""
I would stay forever if you say, ""Don't go""
[Chorus]
Why'd you have to lead me on?
Why’d you have to twist the knife?
Walk away and leave me bleedin’, bleedin'?
Why’d you whisper in the dark
Just to leave me in the night?
Now your silence has me screamin', screamin' [Post-Chorus]
(Say) Say, ""(Don't) don’t (Go) go""
I would stay forevеr if you (Say) say, ""(Don't) don't (Go) go""
(Say, say, say, say)
[Verse 2]
Now I'm pacin' on shaky ground
Strike a match, then you blow it out
Oh no, oh no, it's not fair
'Cause you kiss mе and it stops time
And I'm yours, but you're not mine
Oh no, oh no, you're not there
[Refrain]
I'm standin' on the sidewalk alone
I wait for you to drive by
I'm tryna see the cards that you won't show
I'm about to fold unless you
[Pre-Chorus]
(Say) Say, ""(Don't) don't (Go) go""
I would stay forever if you (Say) say, ""(Don't) don't (Go) go""
[Chorus]
Why'd you have to lead me on?
Why'd you have to twist the knife?
Walk away and leave me bleedin', bleedin'?
Why'd you whisper in the dark
Just to leave me in the night?
Now your silence has me screamin', screamin' [Post-Chorus]
(Say) Say, ""(Don't) don't (Go) go""
I would stay forever if you (Say) say, ""(Don't) don't (Go) go""
(Say, say, say, say)
[Bridge]
Why'd you have to (Why'd you have to)
Make me want you? (Make me want you)
Why'd you have to (Why'd you have to)
Give me nothin' back?
Why'd you have to (Why'd you have to)
Make me love you? (Make me love you)
I said, ""I love you"" (I said, ""I love you"")
You say nothin' back
[Chorus]
Why'd you have to lead me on? (Oh)
Why'd you have to twist the knife?
Walk away and leave me bleedin', bleedin'?
Why'd you whisper in the dark
Just to leave me in the night?
Now your silence has me screamin', screamin'
[Post-Chorus]
(Say) Say, ""(Don't) don't (Go) go""
I would stay forever if you (Say) say, ""(Don't) don't (Go) go,"" woah
(Say, say, say, say) [Outro]
But you won't, but you won't, but you won't
I would stay forever if you say, ""Don't go""
But you won't, but you won't, but you won't"
4567,8445376,Snow On The Beach,Taylor Swift,"[Verse 1: Taylor Swift]
One night, a few moons ago
I saw flecks of what could've been lights
But it might just have been you
Passing by unbeknownst to me
Life is emotionally abusive
And time can't stop me quite like you did
And my flight was awful, thanks for asking
I'm unglued, thanks to you
[Chorus: Taylor Swift, 
Taylor Swift & Lana Del Rey
]
And it's like snow at the beach
Weird, but fuckin' beautiful
Flying in a dream
Stars by the pocketful
You wanting me
Tonight feels impossible
But it's comin' down
No sound, it's all around
[Post-Chorus: Taylor Swift, 
Lana Del Rey
]
Like snow on the beach
Like snow on the beach
Like snow on the beach
Like snow, ah [Verse 2: Taylor Swift, 
Taylor Swift
 & Lana Del Rey
]
This scene feels
 like what I once saw 
on a screen
I searched ""aurora borealis
 green""
I've never seen someone 
lit from 
within
Blurring
 out my 
periphery
My smile is 
like I won a contest
And to hide that 
would be so dishonest
And it's fine to 
fake it 'til you make it
'Til 
you
 do, 'ti
l it's true
[Chorus: Taylor Swift & Lana Del Rey]
Now it's like snow at the beach
Weird, but fuckin' beautiful
Flying in a dream
Stars by the pocketful
You wanting me
Tonight feels impossible
But it's comin' down
No sound, it's all around
[Post-Chorus: Taylor Swift, 
Taylor Swift & Lana Del Rey
]
Like snow on the beach
Like snow on the beach
Like snow on the beach
Like snow, ah [Bridge: Taylor Swift, 
Taylor Swift & Lana Del Rey
]
I (I) can't (Can't) speak, afraid to jinx it
I (I) don't (Don't) even dare to wish it
But your eyes are flying saucers from another planet
Now I'm all for you like Janet
Can this be a real thing? 
Can it?
[Chorus: Taylor Swift & Lana Del Rey, 
Taylor Swift
]
Are we falling like snow at the beach? (
Snow at the beach
)
Weird, but fuckin' beautiful
Flying in a dream (
Flying in a dream
)
Stars by the pocketful
You wanting me (
You wanting me
)
Tonight feels impossible
But it's comin' down
No sound, it's all around
[Post-Chorus: Taylor Swift, 
Lana Del Rey
]
Like snow on the beach (Snow on the beach)
Like snow on the beach
 (Flying in a dream)
Like snow on the beach
 (You wanting me)
Like snow, ah
But it's comin' down
No sound, it's all around
[Outro: Taylor Swift]
Like snow on the beach
(It's comin' down, it's comin' down)
(It's comin' down, it's comin' down)
Like snow on the beach
(It's comin' down, it's comin' down)
(It's comin' down, it's comin' down)
(It's comin' down, it's comin' down)
(It's comin' down, it's comin' down)
(It's comin' down, it's comin' down)
(It's comin' down, it's comin' down)"
4569,9157481,Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,"[Verse 1: Taylor Swift]
One night, a few moons ago
I saw flecks of what could've been lights
But it might just have been you
Passing by unbeknownst to me
Life is emotionally abusive
And time can't stop me quite like you did
And my flight was awful, thanks for asking
I'm unglued, thanks to you
[Chorus: Taylor Swift, 
Taylor Swift & Lana Del Rey
]
And it's like snow at the beach
Weird, but fuckin' beautiful
Flying in a dream
Stars by the pocketful
You wanting me
Tonight feels impossible
But it's comin' down
No sound, it's all around
[Post-Chorus: Taylor Swift & Lana Del Rey, 
Lana Del Rey
]
Like snow on the beach
Like snow on the beach
Like snow on the beach
Like snow, 
ah
, ah [Verse 2: Lana Del Rey, 
Taylor Swift & Lana Del Rey
]
This scene feels like what I once saw on a screen
I searched ""aurora borealis green""
I've never seen someone lit from within
Blurring out my periphery
My smile is
 like I won a contest
And to hide that would be so dishonest
And it's fine
 to fake it 'til you make it
'Til you do, 'til it's true
[Chorus: 
Taylor Swift
, Taylor Swift & Lana Del Rey]
Now, it's like
 snow at the beach
Weird, but fuckin' beautiful
Flying in a dream
Stars by the pocketful
You wanting me
Tonight feels impossible
But it's comin' down
No sound, it's all around
[Post-Chorus: Taylor Swift & Lana Del Rey, 
Lana Del Rey
]
Like snow on the beach (
Mmm
)
Like snow on the beach
Like snow on the beach (
Mmm
)
Like snow, 
ah
, ah [Bridge: Taylor Swift, 
Lana Del Rey
, 
Taylor Swift & Lana Del Rey
]
I (
I
) can't (
Can't
) speak, afraid to jinx it
I (
I
) don't (
Don't
) even dare to wish it
But your eyes are flying saucers from another planet
Now, I'm all for you like Janet
Can this be a real thing? 
Can it?
[Chorus: Taylor Swift & Lana Del Rey, 
Taylor Swift
]
Are we falling like snow at the beach? (
Snow at the beach
)
Weird, but fuckin' beautiful
Flying in a dream (
Flying in a dream
)
Stars by the pocketful
You wanting me (
You wanting me
)
Tonight feels impossible
But it's comin' down
No sound, it's all around
[Post-Chorus: Taylor Swift & Lana Del Rey, 
Taylor Swift
, 
Lana Del Rey
]
Like snow on the beach (
Snow on the beach
; 
Mmm
)
Like snow on the beach (
Flying in a dream
)
Like snow on the beach (
You wanting me
; 
Mmm
)
Like snow, ah
But it's comin' down
No sound, it's all around
[Outro: Lana Del Rey]
Like snow on the beach
Like snow, like snow, uh-huh, yeah"
4575,9539416,“Slut!” (Taylor’s Version) [From The Vault],Taylor Swift,"[Verse 1]
Flamingo pink, Sunrise Boulevard
Clink, clink, being this young is art
Aquamarine, moonlit swimmin' pool
What if all I need is you?
[Pre-Chorus]
Got love-struck, went straight to my head
Got lovesick all over my bed
Love to think you’ll never forget
Handprints in wet cement
Adorned with smoke on my clothes
Lovelorn and nobody knows
Love thorns all over this rose
I'll pay the price, you won't
[Chorus]
But if I’m all dressed up
They might as well be lookin' at us
And if they call me a slut
You know it might be worth it for once
And if I'm gonna be drunk
I might as well be drunk in love
[Verse 2]
Send the code, he's waitin' there
The sticks and stones they throw froze mid-air
Everyone wants him, that was my crime
The wrong place at the right time
And I break down, then he's pullin' me in
In a world of boys, he's a gentleman [Pre-Chorus]
Got love-struck, went straight to my head (Straight to my head)
Got lovesick all over my bed (Over my bed)
Love to think you’ll never forget
We’ll pay the price, I guess
[Chorus]
But if I'm all dressed up (If I’m all dressed up)
They might as well be lookin' at us (Lookin' at us)
And if they call me a slut (If they call me a slut)
You know it might be worth it for once (Worth it for once)
And if I'm gonna be drunk
I might as well be drunk in love
[Bridge]
Half asleep
Takin’ your time in the tangerine
Neon light, this is luxury
You're not sayin' you're in love with me
But you're goin' to
Half awake
Takin' your chance, it's a big mistake
I said, 
""It might blow up in your pretty face""
I'm not sayin', ""Do it anyway"" (Do it anyway)
But you're going to [Outro]
(Up)
And if they call me a (Slut)
You know it might be worth it for once
And if I'm gonna be (Drunk)
I might as well be drunk in love"
4583,9538403,Suburban Legends (Taylor’s Version) [From The Vault],Taylor Swift,"[Verse 1]
You had people who called you on unmarked numbers
In my peripheral vision
I let it slide like a hose on a slippery plastic summer
All was quickly forgiven
You were so magnetic, it was almost obnoxious
Flush with the currency of cool
I was always turnin' out my empty pockets
And when it came to you
[Chorus]
I didn't come here to make friends
We were born to be suburban legends
When you hold me, it holds me together
And you kiss me in a way that's gonna screw me up forever
[Verse 2]
I had the fantasy that maybe our mismatched star signs
Would surprise the whole school
When I ended up back at our class reunion
Walkin' in with you
You'd be more than a chapter in my old diaries
With the pages ripped out
I am standin' in a 1950s gymnasium
And I can still see you now [Chorus]
I didn't come here to make friends
We were born to be suburban legends
When you hold me, it holds me together
And you kiss me in a way that's gonna screw me up forever
I know that you still remember
We were born to be national treasures
When you told me we'd get back together
And you kissed me in a way that's gonna screw me up forever
[Outro]
Tick-tock on the clock, I pace down your block
I broke my own heart 'cause you were too polite to do it
Waves crash on the shore, I dash to the door
You don't knock anymore and my whole life's ruined
Tick-tock on the clock, I pace down your block
I broke my own heart 'cause you were too polite to do it
Waves crash to the shore, I dash to the door
You don't knock anymore and I always knew it
That my life would be ruined"
4588,241562,Sweeter Than Fiction,Taylor Swift,"[Verse 1]
Hit the ground, hit the ground, hit the ground, oh, oh
Only sound, only sound that you hear is, ""No""
You never saw it comin', slipped when you started runnin'
And now you've come undone, and I, I, I, I
[Pre-Chorus]
Seen you fall, seen you crawl on your knees, eh, ayy
Seen you lost in a crowd, seen your colors fade
Wish I could make it better, someday you won't remember
This pain you thought would last forever and ever
[Chorus]
There you'll stand, ten feet tall
I will say, ""I knew it all along""
Your eyes, wider than distance
This life is sweeter than fiction
[Verse 2]
Just a shot, just a shot in the dark, oh, oh
All you got, all you got are your shattered hopes
They never saw it comin', you hit the ground runnin'
And now you're on to somethin', I, I, I say
[Pre-Chorus]
""What a sight, what a sight"" when the light came on
Proved me right, proved me right when you proved them wrong
And, in this perfect weather, it's like we don't remember
The rain we thought would last forever and ever [Chorus]
There you'll stand, ten feet tall
I will say, ""I knew it all along""
Your eyes, wider than distance
This life is sweeter than fiction
There you'll stand, next to me (Next to me)
All at once, the rest is history (Ooh)
Your eyes, wider than distance
This life is sweeter than fiction (Sweeter than fiction)
[Bridge]
I'll be one of the many sayin'
""Look at you now, look at you now and now""
I'll be one of the many saying
""You've made us proud, you've made us proud, proud""
I'll be one of the many sayin'
""Look at you now, look at you now and now""
I'll be one of the many sayin'
""You've made us proud, you've made us proud, proud""
And when they call your name
And they put your picture in a frame
You know that I'll be there time and again
'Cause I loved you when, when you
[Pre-Chorus]
Hit the ground, hit the ground, hit the ground, oh, oh
Only sound, only sound that you heard was, ""No""
Now, in this perfect weather, it's like we don't remember
The rain we thought would last forever and ever (Forever) [Chorus]
There you'll stand, ten feet tall (Ten feet tall)
I will say, ""I knew it all along"" (Along)
Your eyes, wider than distance (I knew it all along)
This life is sweeter than fiction (Sweeter than fiction)
There you'll stand, next to me (Next to me)
All at once, the rest is history (Ooh)
Your eyes, wider than distance (I knew it all along)
This life is sweeter than fiction (It's sweeter than fiction)
[Outro]
It's sweeter than fiction
It's sweeter, yeah
It's sweeter, it's sweeter
It's sweeter than fiction"
4765,9296239,Love Like This,ZAYN,"[Verse 1]
Oh, I love it when you show, when you show
When you show that you got my back
If they ever try to roll, try to roll
Try to roll on your name, I black
How you hit 'em with the clothes and the stare
And the hips and the hair like that
Got me all up in the zone, in the zone
In the zone, in the zone like
[Pre-Chorus]
I don't wanna waste no time
I don't wanna waste no time 'cause
You are the, you are the crown
I just wanna take your time and
Everything is on the line, but I would rather be dead
If it's gonna mean a life that's lived without you, baby
[Chorus]
I guess that's love like this
Usually, I never wanna jump like this
But I think I wanna dump my chips 'cause
I cannot go back
I guess that's faith like this
Give you everything and you can skate like this (Woo)
But I think I gotta take that risk 'cause
I cannot go back [Verse 2]
And I'm lovin' what you say, what you say
What you say when you're on my line
If I never make it back, make it back
Make it back from the chase, I'm fine
Doesn't matter if it's left or it's right
Your direction is on my mind
Got me all up in the zone, in the zone
In the zone, in the zone like
[Pre-Chorus]
I don't wanna waste no time
I don't wanna waste no time 'cause
You are the, you are the crown
I just wanna take your time and
Everything is on the line, but I would rather be dead
If it's gonna mean a life that's lived without you, baby
[Chorus]
I guess that's love like this
Usually, I never wanna jump like this
But I think I wanna dump my chips 'cause
I cannot go back
I guess that's faith like this
Give you everything and you can skate like this (Woo)
But I think I gotta take that risk 'cause
I cannot go back [Post-Chorus]
One kiss, I am wrapped
Two, four, six, my jack
All I know is that
I cannot go back
One kiss, I am wrapped
Two and I'm attached
All I know is that
I cannot go back
[Bridge]
I don't wanna waste no time
You are the cr—, you are the crown
Everything is on the line, but I would rather be dead
If it's gonna mean a life that is lived without you, baby
[Chorus]
I guess that's love like this
Usually, I never wanna jump like this
But I think I wanna dump my chips 'cause
I cannot go back
I guess that's faith like this
Give you everything and you can skate like this
But I think I gotta take that risk 'cause
I cannot go back [Outro]
I can't let go of you, baby
I cannot go back
But I think I gotta take that risk 'cause
I cannot go back"
5153,8011175,Cheatback,Future,"[Verse 1: Chlöe]
I'm not gonna cry anymore
I'm not gonna wait up at night
I'm not gonna answer your calls
Whenever you're down
I'm not gonna bleach your clothes
I'm not gonna do you like that
What I really, really want
Is to cheat back (
Cheat back
)
[Chorus: Chlöe]
Find another boo from the hood with some tats
Give him what's yours, show him I can throw it back
Maybe then, baby, you'll know how to act, huh
If I cheat back (
Cheat back
)
Send him new pics in that outfit you like
Say I'm with my girls while he spendin' the night
Maybe then, baby, you'll know how to act, huh
If I cheat back
[Post-Chorus: Chlöe]
Pullin' a you on you (You)
That's what I wanna do (Yeah)
Huh, I know you wouldn't like that (Yeah, yeah)
If I cheat back, huh [Verse 2: Chlöe, 
Future
 & 
Both
]
And I'ma ride it like a rodeo
He taught me some new tricks, I'll add that to my portfolio, yeah (Yeah, yeah)
I might even make a video
And if you ever see it, you'd be sicker than polio
Damn (Damn), 'cause cryin' ain't work for you (
Yeah, yeah
)
Nothin' ain't work for you (
Yeah
)
So the best thing for me to do
As soon as you finish
, 
watch you start cryin'
 (
Start cryin'
)
[Verse 3: Future, 
Chlöe
 & 
Both
]
(Hendrix)
Don't you feel bad? (
Yeah
) Don't you feel sad?
Let that sink in, real love, not revenge (Love, not revenge)
Shorty finally found herself (
Cheat, cheat, cheat, cheat back
)
Fuckin' on someone else
Your mind gone, your heart's still here
I could've spied and put cameras in the crib (
You crazy
)
I inspired you, it is what is is (
Cheat, cheat, cheat, cheat back
)
That's my lil' twin I see
Tryna win I see, gettin' revenge, I see (
Find yourself
)
A twin I see, my lil' twin, I see
The beauty of you, that's what do it for me (What do it for me)
No one above you, girl, you the best (
Best
)
Should've never let you down, feelin' 
embarrased
Temptation hauntin' me like you'd never imagine (
You say that now
)
Have some 
compassion, don't be so dramatic
I wanna know
 exactly what happened (
Baby, if I cheat back
) [Chorus: Chlöe & 
Future
]
Find another boo from the hood with some tats (
I wanna know
)
Give him what's yours, show him I can throw it back
Maybe then, baby, you'll know how to act, huh (
Told you, ""Throw it back,"" told you, ""Throw it back""
)
If I cheat back (
Cheat back
)
Send him new pics in that outfit you like (
Yeah
)
Say I'm with my girls while he spendin' the night (
Yeah
)
Maybe then, baby, you'll know how to act
If I cheat back
[Bridge: Chlöe]
I was never good enough for you
You say you don't believe monogamy
The games you play, 
Monopoly
You lie too much, you tryin' me
The dick was good, it blinded me
You can fuck another girl, she'll never be a half of me
See my eyes, I turn around, you ain't 'bout to make me shout
I'ma call the homie, he gon' be in me for another hour
Baby, pour another round, callin' for another round
I'ma drink you out my system, never lonely, I'ma cheat back
[Chorus: Chlöe & 
Future
]
Find another boo from the hood with some tats
Give him what's yours, show him I can throw it back
Maybe then, baby, you'll know how to act, huh (
Told you, ""Throw it back,"" told you, ""Throw it back""
)
Oh, if I cheat back
Send him new pics in that outfit you like
Say I'm with my girls while he spendin' the night
Baby, you'll know how to act
If I cheat back [Outro: Chlöe 
with Future
]
(Ah) 
Don't you feel bad?
(Ah) 
Not this again, make love, not revenge
 (Ah, uh)
Cheatin' on each other, you finished, why'd you start cryin'?"
5180,9006073,Double Fantasy,Future,"[Pre-Chorus: The Weeknd]
Temperature risin', bodies united
Now that I trapped you in my arms
No need to fight it, no need to hide it
Now that I've seen what's in your heart
Baby girl, I'm the only one who knows this side of you
And baby, you know that I can pull out what's inside of you
[Chorus: The Weeknd]
Even though it's wrong
It's wrong
Even though it's wrong, baby
My girl
Oh-ooh-oh, ooh-woah, ooh-woah, ooh-woah, oh-oh (Yeah, yeah, yeah, yeah)
Oh-ooh-oh, ooh-woah, ooh-woah, ooh-woah, oh-oh (Yeah, yeah, yeah, yeah)
Oh-oh-oh
[Verse 1: The Weeknd]
You want me inside it, beg me to slide in
Knowing we should have never met
Girl, when you ride it, see you decide it
Don't say those words that you'll regret
Baby girl, I can tell that you think that I'm right for you
I already know that it's not true, but girl, I'll lie to you
[Chorus: The Weeknd]
Even though it's wrong (Yeah, yeah)
It's wrong (Yeah, yeah)
Even though it's wrong, baby (Yeah, yeah)
My girl (Yeah)
Oh-ooh-oh, ooh-woah, ooh-woah, ooh-woah, oh-oh (Yeah, yeah, yeah, yeah)
Oh-ooh-oh, ooh-woah, ooh-woah, ooh-woah, oh-oh (Yeah, yeah, yeah, yeah)
Oh-oh-oh [Verse 2: Future]
We do the things, but we know it's wrong
All on my skin, you all in my palm
I sent you an envelope, came with a poem
You possess venom, that came with a charm
You get the good out me when I perform
I know the bad in you, that's what I want
And you a baddie, you turnin' me on
Fiend for your demons, I know where this goin'
Love when you fuckin' me, talkin', I know what you doin'
Caught up in love, what the fuck is we doin'?
Models and bottles with us, ain't nothin' to it
I tell you, ""I got you,"" that's well understood
Your legs on the bed, got your head on the floor
We go out shoppin' whenever we get bored
We get it poppin', leave nothin' in the store
If I go to Saturn, I know that you goin'
Fuck me on Saturday, early in the mornin'
Flyer than a bird, she gon' open her door
Screamin' out murder, but showin' you remorse
Gotta be cautious, can't pay the support
Stars in the ceilin', don't feel like a Porsche
Came from the trenches, just livin' at war
Once was a prostitute, I can afford you
The one I adore [Pre-Chorus: The Weeknd]
Temperature risin', bodies united
Now that I trapped you in my arms
No need to fight it, no need to hide it
Now that I've seen what's in your heart
Baby girl, I'm the only one who knows this side of you
And baby, you know that I can pull out what's inside of you
[Chorus: The Weeknd]
Even though it's wrong
It's wrong
Even though it's wrong, baby
My girl"
5260,8215393,Hold Up,Future,"[Intro: Future]
Hol' up
Hol' up
Hol' up
Hol' up
Hol' up
Let's go berserk
Hol' up
[Verse 1: Future]
Let's go berserk, hol' up, uh
Hand me the syrup, hol' up, uh
Hand me my shirt, hol' up, uh
Give me that girl, hol' up, uh
Give me that squirt, hol' up
Hol' up
Hol' up
Let's go berserk
Hol' up, uh
Let's go berserko, hol' up, uh
Let's go berserko, hol' up, uh
Let's go berserko, hol' up, uh
Sniffin' Roberto, hol' up, uh
Sniffin' Roberto, hol' up, uh
Hol' up
Hol' up
Pass my watch, hol' up, uh
Fuck on ya' thot, hol' up, uh
Gotta go to church, hol' up, uh
Hop in that Vert, hol' up, uh
Hop in that Vert, hol' up, uh
Lemme go berserk, hol' up
Hol' up
Hol' up
Lemme go berserk, hol' up [Chorus: Future]
Hand me that Glock, hol' up, uh
Hand me that blick, hol' up, uh
Pass that bitch, hol' up, uh
Pass that stick, hol' up, uh
Pass that switch, hol' up
Hol' up
Hol' up
I take off my shirt, hol' up
I take off my shirt, hol' up
Lemme take my shirt off, hol' up
Lemme take my shirt off, hol' up
Shoppin' at Bergdorf, hol' up
[Verse 2: Playboi Carti & 
Future
]
Yeah, shoppin' at Bergdorf, yeah, yeah
Shoppin' at Bergdorf, hol' up, yeah
Shoppin' at Bergdorf, yeah, yeah
Car with the turbo, yeah, yeah
Car with the turbo, yeah, yeah (Yeah)
Yeah
Ride with that thot, yeah, yeah
Ride with that ho', yeah, yeah
I got a ho', yeah, yeah
Made the bitch swallow, yeah, yeah
Made the bitch swallow, yeah, yeah
Made the bitch follow, yeah, yeah
Made the bitch follow, yeah, yeah
Back on the lean, lean, lean
We got the molly, yeah, yeah
Baggin' ya' bitch, yeah, yeah
Hol' up, yeah, yeah, yeah
Hol' up, bitch, yeah, yeah
Hol' up, bitch, yeah, yeah
Hol' up, yeah, yeah, yeah
Hol' up, yeah, yeah, yeah
Hol' up, yeah, yeah, yeah
Hol' up, yeah, yeah, yeah
Hol' up, yeah, yeah, yeah
Hol' up, yeah, yeah, yeah
Hol' up, yeah, yeah, yeah
Hol' up, yeah, yeah, yeah
Fuck her, yeah yeah, yeah
Hol' up (
Lemme go berserk
)
(
Hol' up
) [Bridge: Future & 
Playboi Carti
]
Hol' up
Hol' up
I'm drinkin' the Tris
I talk with a lisp
I fucked on this bitch
I had her like this, hol' up
Hol' up
Hol' up
(Lemme go berserk, yeah, yeah)
Hol' up (Yeah, yeah)
(Hol' up, yeah, yeah, yeah)
(Hol' up, yeah, yeah, yeah)
(Lemme go berserk, nah)
(Hol' up)
Hol' up
(Hol' up)
Hol' up
Let me take my shirt off
[Outro: Future]
Let me take my shirt off
'Bout to go [?]
Let me take my shirt—, hol' up
Let me take my shirt off, hol' up
Let me take my shirt off, hol' up
Hol' up (Yeah)
Hol' up (Yeah)
(Lemme go berserk)
Hol' up
Hol' up (Yeah, yeah)
Hol' up (Yeah, yeah)
Hol' up (Ooh, yeah)
Hol' up (Phew)
(Lemme go berserk)
Yeah, hol' up
Yeah, hol' up (Phew)
Yeah, hol' up (Phew)
Yeah, hol' up
(Lemme go berserk)
(
Eskimo, the coolest DJ in the world
)"
5385,8804263,No Time Wasted,Future,"[Intro: Polo G]
Uh, uh-uh, uh, uh
Uh, uh-uh, uh
[Chorus: Polo G]
Uh, I know you waitin'
Gettin' fed up, you runnin' out of patience
Just keep your head up, I told you we would make it
Can't give my meds up, I see too many faces, uh
In them foreigns racin'
Best make it count, make sure it's no time wasted
I beat the trenches for my team, that was a great win
Lose when you gave it everything, that's hard to take in (Uh-uh-uh)
[Verse 1: Polo G]
Ayy, look, I do this shit for all my guys that got put under
Fifty shots, I'm a drummer, them guns spit thunder
One shot and he dead, call that bitch the one-hit wonder
No, we don't aim for legs, tryna make it hot all summer
As a small kid, I used to want an H2 Hummer
My uncle did a bid, they could've gave him football numbers
I went from Mandrake daily tryna work on my jumper
Now it's gang-gang, we stay on top of shit like a plunger, uh
Old heads can't trick us, drop rakes and we flick up
Blow his face, get zipped up, ambulance pick up
Uh, red cups full of liquor, let lead bust for my niggas
Come through and tear it up with them blickers, I really fed all of my killers [Chorus: Polo G]
Uh, I know you waitin'
Gettin' fed up, you runnin' out of patience
Just keep your head up, I told you we would make it
Can't give my meds up, I see too many faces, uh
In them foreigns racin'
Best make it count, make sure it's no time wasted
I beat the trenches for my team, that was a great win
Lose when you gave it everything, that's hard to take in (Uh-uh-uh)
[Verse 2: Future]
Ayy, I'm gettin' fast money 'cause I ain't got no patience
I'm with my team 'cause they cook niggas like bacon
I did my thing trappin' out the spot, it was vacant
Lil' nigga in jail stabbin' shit up like he Jason, uh, uh, uh
Run in a Porsche with some horses like I'm racin'
Bitch so bad look photoshopped when she naked
Made it out the jungle where they scorchin' and blazin'
My dog
 get money and I get money, it's contagious
Went from a trapper to livin' like a popstar
I done got so rich I'm feedin' my lil' kids caviar
My bitch don't want for shit, she get whatever she want
My shooter walk you down, stand over you, make sure it's done
[Chorus: Polo G]
Uh, I know you waitin'
Gettin' fed up, you runnin' out of patience
Just keep your head up, I told you we would make it
Can't give my meds up, I see too many faces, uh
In them foreigns racin'
Best make it count, make sure it's no time wasted
I beat the trenches for my team, that was a great win
Lose when you gave it everything, that's hard to take in (Uh-uh-uh)"
